sample_idx,wav_file,participant_id,word,true_label,pred_label,correct,prob_class0,prob_class1,speech_onset_s,duration_s,rollout_peak_time_s,rollout_pre_speech_frac,rollout_post_speech_frac,noise_leakage_delta,occlusion_peak_time_s
1,ReXa_071_01_pet.wav,ReXa_071,pet,0,0,True,0.8020234107971191,0.19797658920288086,0.02,8.64,0.0,0.011150889978612123,0.9888491080163021,3.6572210655307774e-05,
2,ReXa_071_02_sit.wav,ReXa_071,sit,0,0,True,0.8601561188697815,0.1398438662290573,0.0,1.14,0.0,0.0,0.9999999999081349,0.0,
3,ReXa_071_04_do.wav,ReXa_071,do,1,0,False,0.7567160725593567,0.24328388273715973,5.76,17.04,15.18,0.20006185221495557,0.7999382378055833,-0.015988776202069316,
4,ReXa_071_04_sit.wav,ReXa_071,sit,0,0,True,0.7567160725593567,0.24328388273715973,5.76,17.04,15.18,0.20006185221495557,0.7999382378055833,-0.023536440207706927,
5,ReXa_071_05_dime.wav,ReXa_071,dime,0,1,False,0.11262907832860947,0.8873708844184875,1.72,3.96,1.72,0.2315943059694186,0.7684057163870271,0.026339110285488743,
6,ReXa_071_06_boots.wav,ReXa_071,boots,0,0,True,0.9746447205543518,0.025355270132422447,0.0,3.96,0.0,0.0,0.9999999999705795,0.0,
7,ReXa_071_07_see.wav,ReXa_071,see,1,1,True,0.07131202518939972,0.9286879301071167,0.6,3.96,0.74,0.141879421571583,0.8581205454870428,-0.0061735741019881,
8,ReXa_071_08_midnight.wav,ReXa_071,midnight,0,0,True,0.6563966870307922,0.343603253364563,1.76,3.96,1.76,0.2077792892303485,0.7922206975948994,-0.008923971971767586,
9,ReXa_071_09_pile.wav,ReXa_071,pile,0,1,False,0.3021673560142517,0.6978326439857483,0.36,3.96,0.34,0.12366238004671161,0.8763377393042475,0.02929279122919247,
10,ReXa_071_10_seven.wav,ReXa_071,seven,1,1,True,0.06814790517091751,0.9318521022796631,0.32,3.96,0.36,0.18353799653994515,0.8164620496454327,-0.012093570551841404,
11,ReXa_071_11_speed.wav,ReXa_071,speed,1,1,True,0.153142511844635,0.846857488155365,0.18,3.96,0.36,0.08119271530093018,0.9188073025302583,-0.02812247613791117,
12,ReXa_071_12_system.wav,ReXa_071,system,0,0,True,0.5965421795845032,0.4034578204154968,1.4,3.96,3.92,0.28170324997163465,0.7182967499932031,0.00999477809483712,
13,ReXa_071_13_at.wav,ReXa_071,at,1,1,True,0.2317873239517212,0.7682126760482788,2.02,3.96,2.42,0.32575914100385256,0.6742408278093918,-0.04838228083348761,
14,ReXa_071_14_baseball.wav,ReXa_071,baseball,0,0,True,0.6440408229827881,0.3559591770172119,2.28,3.96,2.58,0.3070763135796993,0.6929236554595746,-0.05451907011055679,
15,ReXa_071_15_sun.wav,ReXa_071,sun,1,1,True,0.1761206090450287,0.8238793611526489,1.86,3.96,2.98,0.27235914935774597,0.7276408179685074,-0.05837262699995102,
16,ReXa_071_16_state.wav,ReXa_071,state,1,1,True,0.2688262164592743,0.7311737537384033,2.58,3.96,2.6,0.32044832911872645,0.6795517349487392,-0.03743329486625813,
17,ReXa_071_17_to.wav,ReXa_071,to,0,1,False,0.3186950087547302,0.6813049912452698,1.22,3.96,1.28,0.18887227998718417,0.8111276931219686,0.0393483214189905,
18,ReXa_071_18_spoon.wav,ReXa_071,spoon,0,1,False,0.13368399441242218,0.866316020488739,0.12,3.96,0.1,0.11966472708829722,0.8803352728738267,-0.04040638154027751,
19,ReXa_071_19_cheek.wav,ReXa_071,cheek,0,0,True,0.6474742293357849,0.3525257706642151,1.1,3.96,1.24,0.2116532812594156,0.7883466776932205,0.00981636053707824,
20,ReXa_071_20_in.wav,ReXa_071,in,0,1,False,0.3013728857040405,0.6986270546913147,1.88,3.96,3.06,0.26517943132610483,0.7348205918142304,-0.011967725276832153,
21,ReXa_071_21_be.wav,ReXa_071,be,1,1,True,0.07112996280193329,0.9288700819015503,0.42,3.96,0.42,0.19684517861996556,0.8031547629289157,-0.04448339741144211,
22,ReXa_071_22_sometimes.wav,ReXa_071,sometimes,0,0,True,0.8049871921539307,0.19501279294490814,1.76,3.96,3.16,0.3065896224735006,0.6934102916857593,-0.06066797240070093,
23,ReXa_101_02_do.wav,ReXa_101,do,1,1,True,0.10757297277450562,0.8924270272254944,1.34,5.16,1.34,0.2368841388805142,0.7631159211661813,-0.00408650855088552,
24,ReXa_101_03_pet.wav,ReXa_101,pet,1,1,True,0.32733601331710815,0.6726639866828918,0.7,3.72,0.8,0.1502489129373292,0.8497511452218233,0.04818801342073664,
25,ReXa_101_04_sit.wav,ReXa_101,sit,1,1,True,0.17393694818019867,0.8260630965232849,1.34,2.4,1.36,0.4011003864923176,0.5988997348184772,0.002202250951989393,
26,ReXa_101_05_dime.wav,ReXa_101,dime,1,1,True,0.1598159670829773,0.8401840329170227,1.1,3.96,1.12,0.2209227510841037,0.7790771849127685,-0.03805367993032627,
27,ReXa_101_06_boots.wav,ReXa_101,boots,0,0,True,0.5899993181228638,0.41000065207481384,3.64,3.96,3.74,0.518585182182471,0.48141481776944245,0.0022848485521775874,
28,ReXa_101_07_see.wav,ReXa_101,see,1,1,True,0.23898208141326904,0.761017918586731,0.48,3.96,0.48,0.23530159969356249,0.7646983241474686,-0.027437917043536347,
29,ReXa_101_08_midnight.wav,ReXa_101,midnight,1,0,False,0.7225387692451477,0.2774612009525299,2.96,3.96,3.02,0.28004560390547734,0.7199544599499518,0.028366090504540253,
30,ReXa_101_09_pile.wav,ReXa_101,pile,1,0,False,0.640273928642273,0.3597260117530823,1.1,3.96,1.06,0.21816959376722736,0.781830299220486,0.016630539042770093,
31,ReXa_101_10_seven.wav,ReXa_101,seven,1,1,True,0.06179915368556976,0.9382008910179138,0.54,3.96,0.7,0.16216497921948422,0.837835002270868,-0.013864671931846845,
32,ReXa_101_11_speed.wav,ReXa_101,speed,1,1,True,0.0977087989449501,0.9022911190986633,0.66,3.96,0.96,0.1399923403268008,0.8600075942817007,-0.023733782286847818,
33,ReXa_101_12_system.wav,ReXa_101,system,1,1,True,0.12751252949237823,0.8724874258041382,1.02,3.96,1.12,0.20146935756691406,0.7985305798835,-0.03259285558619632,
34,ReXa_101_13_at.wav,ReXa_101,at,1,1,True,0.19467733800411224,0.8053226470947266,0.9,3.96,1.28,0.20634630958862246,0.7936536678866793,0.030199286834792755,
35,ReXa_101_14_baseball.wav,ReXa_101,baseball,1,0,False,0.8112342953681946,0.1887657344341278,0.78,3.96,0.78,0.12506663506696733,0.8749333964282772,0.042743106005342174,
36,ReXa_101_15_sun.wav,ReXa_101,sun,1,1,True,0.10233347117900848,0.8976665735244751,0.66,3.96,0.84,0.18062146238432858,0.8193785485920829,-0.04542147683721645,
37,ReXa_101_16_state.wav,ReXa_101,state,1,1,True,0.19632188975811005,0.8036780953407288,0.64,3.96,1.2,0.16104519269789308,0.8389548252073185,-0.04307553033482528,
38,ReXa_101_17_to.wav,ReXa_101,to,1,1,True,0.0860363319516182,0.9139636754989624,0.86,3.96,1.0,0.20063119085851938,0.7993689404714064,-0.003113540583850688,
39,ReXa_101_18_spoon.wav,ReXa_101,spoon,1,1,True,0.11627928912639618,0.8837207555770874,0.78,3.96,1.06,0.18085520175692996,0.8191446661204111,-0.03721782194189349,
40,ReXa_101_19_cheek.wav,ReXa_101,cheek,1,1,True,0.1936037242412567,0.8063962459564209,1.14,3.96,1.36,0.26199920551105627,0.7380008664931613,-0.05829540072346345,
41,ReXa_101_20_in.wav,ReXa_101,in,1,1,True,0.18763847649097443,0.8123615384101868,0.96,3.96,0.96,0.31373826568271435,0.6862617725788377,-0.04042470665981618,
42,ReXa_101_21_be.wav,ReXa_101,be,1,1,True,0.07430151104927063,0.9256985187530518,0.78,3.96,0.78,0.3019070842946351,0.6980928265671287,-0.01067069059736414,
43,ReXa_101_22_sometimes.wav,ReXa_101,sometimes,0,0,True,0.61806720495224,0.38193279504776,3.86,3.96,3.86,0.9207824059963964,0.07921762602981572,-0.02852473636403341,
